Date,BTC,ETH,HYPE,SOL
2025-02-22,96577.7578125,2764.029296875,24.829498291015625,172.16285705566406
2025-02-23,96273.921875,2821.310302734375,23.20899772644043,168.03811645507812
2025-02-24,91418.171875,2513.8212890625,19.927766799926758,141.98948669433594
2025-02-25,88736.171875,2493.592529296875,20.264501571655273,144.10775756835938
2025-02-26,84347.0234375,2331.45263671875,19.520601272583008,134.83132934570312
2025-02-27,84704.2265625,2305.484375,20.883678436279297,137.6208038330078
2025-02-28,84373.0078125,2237.9052734375,20.02018928527832,148.03001403808594
2025-03-01,86031.9140625,2216.643310546875,19.615234375,143.6757049560547
2025-03-02,94248.3515625,2519.694580078125,20.46027374267578,178.49549865722656
2025-03-03,86065.671875,2145.573974609375,17.865930557250977,142.02108764648438
2025-03-04,87222.1953125,2170.01513671875,17.1688175201416,144.9165802001953
2025-03-05,90623.5625,2241.977294921875,17.16761589050293,146.26730346679688
2025-03-06,89961.7265625,2202.476806640625,15.363432884216309,143.355224609375
2025-03-07,86742.671875,2138.987548828125,15.091766357421875,139.20913696289062
2025-03-08,86154.59375,2201.51025390625,15.125873565673828,136.94207763671875
2025-03-09,80601.0390625,2015.5091552734375,14.46262264251709,126.43543243408203
2025-03-10,78532.0,1861.1513671875,13.513055801391602,118.291748046875
2025-03-11,82862.2109375,1919.844970703125,13.730624198913574,125.26394653320312
2025-03-12,83722.359375,1908.982666015625,13.23147201538086,126.58324432373047
2025-03-13,81066.703125,1862.9696044921875,12.341560363769531,123.28614807128906
2025-03-14,83969.1015625,1909.467529296875,13.768692970275879,133.31448364257812
2025-03-15,84343.109375,1937.3946533203125,14.385722160339355,135.91253662109375
2025-03-16,82579.6875,1887.43505859375,12.967037200927734,125.98810577392578
2025-03-17,84075.6875,1927.0029296875,13.267951965332031,128.16371154785156
2025-03-18,82718.5,1932.54345703125,14.15859603881836,125.31269836425781
2025-03-19,86854.2265625,2057.7490234375,15.578302383422852,135.572509765625
2025-03-20,84167.1953125,1982.099853515625,14.145621299743652,127.49718475341797
2025-03-21,84043.2421875,1964.8475341796875,15.882047653198242,128.43031311035156
2025-03-22,83832.484375,1980.037841796875,15.563880920410156,128.4849853515625
2025-03-23,86054.375,2005.2991943359375,16.261606216430664,132.5993194580078
2025-03-24,87498.9140625,2077.47900390625,16.668542861938477,140.86927795410156
2025-03-25,87471.703125,2067.76416015625,16.053844451904297,143.81707763671875
2025-03-26,86900.8828125,2009.1893310546875,14.025702476501465,137.28857421875
2025-03-27,87177.1015625,2002.357421875,14.605301856994629,138.34738159179688
2025-03-28,84353.1484375,1895.5029296875,13.381643295288086,129.42315673828125
2025-03-29,82597.5859375,1827.3203125,12.797877311706543,124.587646484375
2025-03-30,82334.5234375,1806.2186279296875,12.469366073608398,124.64263153076172
2025-03-31,82548.9140625,1823.47998046875,12.983317375183105,124.69412994384766
2025-04-01,85169.171875,1905.491455078125,13.333250045776367,126.68238067626953
2025-04-02,82485.7109375,1795.313232421875,11.73275375366211,117.75762939453125
2025-04-03,83102.828125,1815.63720703125,11.693442344665527,117.06145477294922
2025-04-04,83843.8046875,1815.335205078125,11.878623962402344,122.78688049316406
2025-04-05,83504.796875,1805.9732666015625,12.02933120727539,120.25899505615234
2025-04-06,78214.484375,1576.72802734375,10.216595649719238,105.7120132446289
2025-04-07,79235.3359375,1555.240966796875,11.43281364440918,106.90277862548828
2025-04-08,76271.953125,1472.5531005859375,11.218594551086426,105.51219177246094
2025-04-09,82573.953125,1668.0400390625,13.563093185424805,119.05754089355469
2025-04-10,79626.140625,1522.518798828125,14.223222732543945,112.80392456054688
2025-04-11,83404.8359375,1567.1497802734375,15.719928741455078,121.53237915039062
2025-04-12,85287.109375,1643.528564453125,16.301475524902344,132.26055908203125
2025-04-13,83684.9765625,1596.685791015625,15.425456047058105,128.58079528808594
2025-04-14,84542.390625,1622.7698974609375,15.7169771194458,129.3103790283203
2025-04-15,83668.9921875,1588.6324462890625,15.083056449890137,126.26313018798828
2025-04-16,84033.8671875,1578.1053466796875,15.736123085021973,131.44969177246094
2025-04-17,84895.75,1582.54833984375,17.048952102661133,134.69874572753906
2025-04-18,84450.8046875,1588.9246826171875,17.06405258178711,134.07350158691406
2025-04-19,85063.4140625,1612.9228515625,18.074508666992188,139.75025939941406
2025-04-20,85174.3046875,1587.5142822265625,17.59285545349121,137.77459716796875
2025-04-21,87518.90625,1579.7344970703125,18.199100494384766,136.7043914794922
2025-04-22,93441.890625,1757.3316650390625,19.175861358642578,148.73941040039062
2025-04-23,93699.109375,1796.104248046875,18.454490661621094,151.15272521972656
2025-04-24,93943.796875,1769.8316650390625,18.77532386779785,152.3036346435547
2025-04-25,94720.5,1786.634521484375,18.39606475830078,150.91500854492188
2025-04-26,94646.9296875,1821.881103515625,17.92460823059082,149.28936767578125
2025-04-27,93754.84375,1792.864990234375,17.399404525756836,148.24583435058594
2025-04-28,94978.75,1798.851806640625,18.626819610595703,147.8099365234375
2025-04-29,94284.7890625,1799.1756591796875,18.579015731811523,146.42787170410156
2025-04-30,94207.3125,1793.775390625,19.97735023498535,147.64320373535156
2025-05-01,96492.3359375,1839.2215576171875,19.902528762817383,150.84658813476562
2025-05-02,96910.0703125,1842.7078857421875,20.766923904418945,148.05003356933594
2025-05-03,95891.796875,1833.8397216796875,20.958478927612305,146.79605102539062
2025-05-04,94315.9765625,1808.59423828125,19.89646339416504,143.98306274414062
2025-05-05,94748.0546875,1819.697509765625,20.27845573425293,146.69664001464844
2025-05-06,96802.4765625,1815.0875244140625,20.95364761352539,146.7664031982422
2025-05-07,97032.3203125,1811.606689453125,21.03567123413086,147.2137451171875
2025-05-08,103241.4609375,2206.5146484375,23.296369552612305,163.96078491210938
2025-05-09,102970.8515625,2345.50732421875,24.700355529785156,172.82827758789062
2025-05-10,104696.328125,2582.422607421875,26.20892906188965,177.62181091308594
2025-05-11,104106.359375,2510.23779296875,24.872854232788086,173.02645874023438
2025-05-12,102812.953125,2496.397705078125,24.81769561767578,174.24789428710938
2025-05-13,104169.8125,2680.129638671875,25.837982177734375,184.00625610351562
2025-05-14,103539.4140625,2610.063232421875,25.22927474975586,176.709228515625
2025-05-15,103744.640625,2546.85693359375,26.07160758972168,169.00999450683594
2025-05-16,103489.2890625,2536.297607421875,26.804828643798828,167.33395385742188
2025-05-17,103191.0859375,2475.75439453125,25.857694625854492,165.9308319091797
2025-05-18,106446.0078125,2498.233642578125,27.203100204467773,173.89871215820312
2025-05-19,105606.1796875,2529.166748046875,26.533750534057617,166.86422729492188
2025-05-20,106791.0859375,2524.173095703125,26.483884811401367,168.4836883544922
2025-05-21,109678.078125,2552.34716796875,28.25662612915039,173.68173217773438
2025-05-22,111673.28125,2664.156982421875,33.422916412353516,179.69094848632812
2025-05-23,107287.796875,2526.44189453125,32.74822235107422,173.82542419433594
2025-05-24,107791.15625,2530.646240234375,34.85846710205078,176.0424041748047
2025-05-25,109035.390625,2551.763916015625,39.076271057128906,175.72547912597656
2025-05-26,109440.3671875,2564.138427734375,37.24793243408203,174.90789794921875
2025-05-27,108994.640625,2663.06982421875,35.74214172363281,176.815185546875
2025-05-28,107802.328125,2682.212890625,34.49049377441406,172.18955993652344
2025-05-29,105641.7578125,2632.65478515625,31.429424285888672,166.5881805419922
2025-05-30,103998.5703125,2529.943603515625,32.74142074584961,156.23471069335938
2025-05-31,104638.09375,2529.08740234375,32.82887649536133,156.63894653320312
2025-06-01,105652.1015625,2536.266357421875,34.1154670715332,157.7845458984375
2025-06-02,105881.53125,2607.097412109375,36.57834243774414,156.99806213378906
2025-06-03,105432.46875,2593.2802734375,36.13697052001953,155.34317016601562
2025-06-04,104731.984375,2608.64306640625,35.679378509521484,153.35964965820312
2025-06-05,101575.953125,2416.28564453125,34.117740631103516,144.54295349121094
2025-06-06,104390.34375,2477.19482421875,33.373836517333984,147.9131317138672
2025-06-07,105615.625,2526.50537109375,34.988380432128906,150.13406372070312
2025-06-08,105793.6484375,2510.787109375,34.98918914794922,152.4300994873047
2025-06-09,110294.1015625,2681.51708984375,38.8232536315918,161.08865356445312
2025-06-10,110257.234375,2813.517578125,42.13616180419922,165.02816772460938
2025-06-11,108686.625,2773.529296875,41.84989929199219,161.0558624267578
2025-06-12,105929.0546875,2651.795166015625,40.75477600097656,152.7896728515625
2025-06-13,106090.96875,2579.486083984375,42.381290435791016,148.62835693359375
2025-06-14,105472.40625,2533.444091796875,40.12017822265625,144.7637481689453
2025-06-15,105552.0234375,2546.837158203125,41.271671295166016,152.81439208984375
2025-06-16,106796.7578125,2540.60498046875,42.12264633178711,150.8699951171875
2025-06-17,104601.1171875,2510.761474609375,40.023475646972656,147.7498016357422
2025-06-18,104883.328125,2524.301513671875,39.3115119934082,146.35311889648438
2025-06-19,104684.2890625,2521.653564453125,36.895835876464844,147.07147216796875
2025-06-20,103309.6015625,2407.30419921875,33.414276123046875,140.16859436035156
2025-06-21,102257.40625,2300.49560546875,33.895015716552734,135.1610107421875
2025-06-22,100987.140625,2228.213134765625,35.67891311645508,131.61569213867188
2025-06-23,105577.7734375,2421.824951171875,38.363548278808594,144.8467254638672
2025-06-24,106045.6328125,2448.0087890625,37.483734130859375,145.95452880859375
2025-06-25,107361.2578125,2419.310302734375,36.98551559448242,143.505126953125
2025-06-26,106960.0,2416.146728515625,35.8011589050293,139.0598602294922
2025-06-27,107088.4296875,2423.866943359375,36.57001876831055,142.1914825439453
2025-06-28,107327.703125,2437.109375,37.73735427856445,150.8275604248047
2025-06-29,108385.5703125,2500.9599609375,39.737831115722656,153.35308837890625
2025-06-30,107135.3359375,2486.46435546875,39.400428771972656,154.7353057861328
2025-07-01,105698.28125,2405.792724609375,36.945526123046875,146.9266357421875
2025-07-02,108859.3203125,2571.33544921875,39.90736389160156,152.22763061523438
2025-07-03,109647.9765625,2591.00732421875,40.18292236328125,152.40179443359375
2025-07-04,108034.3359375,2508.518310546875,39.11683654785156,147.76364135742188
2025-07-05,108231.1796875,2517.280029296875,39.0970458984375,147.64144897460938
2025-07-06,109232.0703125,2571.236572265625,39.799739837646484,151.87294006347656
2025-07-07,108299.8515625,2543.01318359375,38.59589767456055,148.87234497070312
2025-07-08,108950.2734375,2615.505859375,38.86143112182617,151.81039428710938
2025-07-09,111326.5546875,2770.777587890625,40.828697204589844,157.28150939941406
2025-07-10,115987.203125,2954.84521484375,43.82574462890625,164.06277465820312
2025-07-11,117516.9921875,2957.88623046875,46.27703857421875,162.8833770751953
2025-07-12,117435.2265625,2942.91162109375,47.106910705566406,160.68484497070312
2025-07-13,119116.1171875,2973.35888671875,48.87472915649414,161.1940155029297
2025-07-14,119849.703125,3013.350830078125,47.525821685791016,162.2752227783203
2025-07-15,117777.1875,3139.8896484375,47.92780685424805,163.950439453125
2025-07-16,118738.5078125,3371.5068359375,46.95370101928711,173.70848083496094
2025-07-17,119289.84375,3476.784423828125,45.678741455078125,175.7930450439453
2025-07-18,118003.2265625,3549.016357421875,44.342830657958984,177.38197326660156
2025-07-19,117939.9765625,3595.273681640625,44.43382263183594,177.07012939453125
2025-07-20,117300.7890625,3759.471435546875,46.011688232421875,181.54603576660156
2025-07-21,117439.5390625,3763.371337890625,44.19742965698242,195.9942626953125
2025-07-22,119995.4140625,3749.1455078125,46.14732360839844,205.70054626464844
2025-07-23,118754.9609375,3629.70361328125,43.66399383544922,189.54293823242188
2025-07-24,118368.0,3708.005615234375,42.08848190307617,182.60606384277344
2025-07-25,117635.8828125,3727.266845703125,44.15247344970703,186.7796630859375
2025-07-26,117947.3671875,3741.39599609375,43.41700744628906,184.91387939453125
2025-07-27,119448.4921875,3875.24658203125,43.677589416503906,188.73348999023438
2025-07-28,117924.4765625,3787.42578125,43.615570068359375,182.54156494140625
2025-07-29,117922.1484375,3793.454833984375,43.450950622558594,181.33531188964844
2025-07-30,117831.1875,3808.20166015625,42.24032974243164,177.6940155029297
2025-07-31,115758.203125,3696.707763671875,40.812339782714844,172.42434692382812
2025-08-01,113320.0859375,3488.365966796875,37.58002471923828,162.87709045410156
2025-08-02,112526.9140625,3392.7412109375,36.978675842285156,158.48301696777344
2025-08-03,114217.671875,3497.379150390625,38.20661544799805,161.95497131347656
2025-08-04,115071.8828125,3718.986083984375,38.75093460083008,169.42568969726562
2025-08-05,114141.4453125,3611.8994140625,38.45287322998047,164.096435546875
2025-08-06,115028.0,3683.920654296875,38.07161331176758,168.1757354736328
2025-08-07,117496.8984375,3914.325927734375,40.9472770690918,175.4854278564453
2025-08-08,116688.7265625,4009.848876953125,41.02619552612305,176.76329040527344
2025-08-09,116500.359375,4263.59912109375,43.68708038330078,180.18234252929688
2025-08-10,119306.7578125,4254.2177734375,45.2579231262207,182.90301513671875
2025-08-11,118731.4453125,4226.966796875,43.192481994628906,174.97781372070312
2025-08-12,120172.90625,4590.9248046875,44.8909912109375,191.85682678222656
2025-08-13,123344.0625,4756.27587890625,47.66459655761719,201.59042358398438
2025-08-14,118359.578125,4548.16650390625,45.467323303222656,192.58595275878906
2025-08-15,117398.3515625,4439.98876953125,47.758056640625,185.7412567138672
2025-08-16,117491.3515625,4426.18017578125,46.29021453857422,189.76699829101562
2025-08-17,117453.0625,4473.271484375,46.06902313232422,191.16482543945312
2025-08-18,116252.3125,4312.5048828125,43.259578704833984,183.0698699951172
2025-08-19,112831.1796875,4073.464111328125,41.180782318115234,176.11227416992188
2025-08-20,114274.7421875,4334.50048828125,42.871517181396484,187.5863037109375
2025-08-21,112419.03125,4223.2099609375,40.471275329589844,180.28062438964844
2025-08-22,116874.0859375,4831.3486328125,45.34172821044922,200.64744567871094
2025-08-23,115374.328125,4776.09033203125,44.84551239013672,203.93673706054688
2025-08-24,113458.4296875,4779.6474609375,45.9453125,205.8523712158203
2025-08-25,110124.3515625,4372.98779296875,43.16413879394531,187.2784423828125
2025-08-26,111802.65625,4600.4267578125,48.66868591308594,195.90509033203125
2025-08-27,111222.0625,4503.39306640625,46.89177322387695,202.92337036132812
2025-08-28,112544.8046875,4507.177734375,45.62723922729492,214.4056396484375
2025-08-29,108410.8359375,4360.15283203125,44.39446258544922,205.22000122070312
2025-08-30,108808.0703125,4374.1533203125,44.05892562866211,202.86013793945312
2025-08-31,108236.7109375,4390.01904296875,44.29479217529297,200.86354064941406
2025-09-01,109250.59375,4314.47021484375,43.03582763671875,197.10833740234375
2025-09-02,111200.5859375,4325.36572265625,44.81967544555664,209.48153686523438
2025-09-03,111723.2109375,4450.38916015625,45.86339569091797,210.74630737304688
2025-09-04,110723.6015625,4298.744140625,45.280094146728516,202.5601806640625
2025-09-05,110650.984375,4306.98876953125,47.19736099243164,203.49851989746094
2025-09-06,110224.6953125,4274.2421875,46.1195182800293,200.24630737304688
2025-09-07,111167.6171875,4305.34765625,47.06454849243164,206.4681854248047
2025-09-08,112071.4296875,4308.072265625,50.8249397277832,214.1864013671875
2025-09-09,111530.546875,4309.04150390625,53.2334098815918,217.2506866455078
2025-09-10,113955.359375,4349.14599609375,55.4240608215332,223.98690795898438
2025-09-11,115507.5390625,4461.2333984375,57.1192626953125,228.7561798095703
2025-09-12,116101.578125,4715.24609375,55.24616241455078,242.30328369140625
2025-09-13,115950.5078125,4668.1796875,54.52346420288086,242.5959014892578
2025-09-14,115407.65625,4609.59765625,53.714012145996094,240.5576934814453
2025-09-15,115444.875,4526.8203125,54.010292053222656,234.35755920410156
2025-09-16,116843.1875,4503.564453125,54.444217681884766,236.9895782470703
2025-09-17,116468.5078125,4592.7333984375,57.69486618041992,244.85745239257812
2025-09-18,117137.203125,4589.9189453125,58.57575607299805,247.6371307373047
2025-09-19,115688.859375,4470.9169921875,56.15926742553711,238.55270385742188
2025-09-20,115721.9609375,4482.265625,54.16648483276367,239.5924835205078
2025-09-21,115306.09375,4451.3291015625,50.82506561279297,236.57545471191406
2025-09-22,112748.5078125,4202.87744140625,47.26246643066406,220.49644470214844
2025-09-23,112014.5,4165.50390625,44.62025451660156,213.71730041503906
2025-09-24,113328.6328125,4153.46923828125,45.609161376953125,211.75625610351562
2025-09-25,109049.2890625,3868.333984375,40.34850311279297,192.38076782226562
2025-09-26,109712.828125,4035.887939453125,44.77632141113281,205.35255432128906
2025-09-27,109681.9453125,4018.658203125,45.707969665527344,203.5833282470703
2025-09-28,112122.640625,4141.4765625,47.10173416137695,210.7377471923828
2025-09-29,114400.3828125,4217.341796875,46.230735778808594,213.05340576171875
2025-09-30,114056.0859375,4145.95751953125,45.23942947387695,208.7431182861328
2025-10-01,118648.9296875,4351.1123046875,47.152042388916016,221.67587280273438
2025-10-02,120681.2578125,4487.923828125,50.74171447753906,234.85687255859375
2025-10-03,122266.53125,4514.87060546875,49.49342346191406,233.00196838378906
2025-10-05,125366.90625,4577.22412109375,50.716312408447266,234.79568481445312
