Date,BTC,ETH,SOL,HYPE
2025-04-12,85287.109375,1643.528564453125,132.26055908203125,16.301475524902344
2025-04-13,83684.9765625,1596.685791015625,128.58079528808594,15.425456047058105
2025-04-14,84542.390625,1622.7698974609375,129.3103790283203,15.7169771194458
2025-04-15,83668.9921875,1588.6324462890625,126.26313018798828,15.083056449890137
2025-04-16,84033.8671875,1578.1053466796875,131.44969177246094,15.736123085021973
2025-04-17,84895.75,1582.54833984375,134.69874572753906,17.048952102661133
2025-04-18,84450.8046875,1588.9246826171875,134.07350158691406,17.06405258178711
2025-04-19,85063.4140625,1612.9228515625,139.75025939941406,18.074508666992188
2025-04-20,85174.3046875,1587.5142822265625,137.77459716796875,17.59285545349121
2025-04-21,87518.90625,1579.7344970703125,136.7043914794922,18.199100494384766
2025-04-22,93441.890625,1757.3316650390625,148.73941040039062,19.175861358642578
2025-04-23,93699.109375,1796.104248046875,151.15272521972656,18.454490661621094
2025-04-24,93943.796875,1769.8316650390625,152.3036346435547,18.77532386779785
2025-04-25,94720.5,1786.634521484375,150.91500854492188,18.39606475830078
2025-04-26,94646.9296875,1821.881103515625,149.28936767578125,17.92460823059082
2025-04-27,93754.84375,1792.864990234375,148.24583435058594,17.399404525756836
2025-04-28,94978.75,1798.851806640625,147.8099365234375,18.626819610595703
2025-04-29,94284.7890625,1799.1756591796875,146.42787170410156,18.579015731811523
2025-04-30,94207.3125,1793.775390625,147.64320373535156,19.97735023498535
2025-05-01,96492.3359375,1839.2215576171875,150.84658813476562,19.902528762817383
2025-05-02,96910.0703125,1842.7078857421875,148.05003356933594,20.766923904418945
2025-05-03,95891.796875,1833.8397216796875,146.79605102539062,20.958478927612305
2025-05-04,94315.9765625,1808.59423828125,143.98306274414062,19.89646339416504
2025-05-05,94748.0546875,1819.697509765625,146.69664001464844,20.27845573425293
2025-05-06,96802.4765625,1815.0875244140625,146.7664031982422,20.95364761352539
2025-05-07,97032.3203125,1811.606689453125,147.2137451171875,21.03567123413086
2025-05-08,103241.4609375,2206.5146484375,163.96078491210938,23.296369552612305
2025-05-09,102970.8515625,2345.50732421875,172.82827758789062,24.700355529785156
2025-05-10,104696.328125,2582.422607421875,177.62181091308594,26.20892906188965
2025-05-11,104106.359375,2510.23779296875,173.02645874023438,24.872854232788086
2025-05-12,102812.953125,2496.397705078125,174.24789428710938,24.81769561767578
2025-05-13,104169.8125,2680.129638671875,184.00625610351562,25.837982177734375
2025-05-14,103539.4140625,2610.063232421875,176.709228515625,25.22927474975586
2025-05-15,103744.640625,2546.85693359375,169.00999450683594,26.07160758972168
2025-05-16,103489.2890625,2536.297607421875,167.33395385742188,26.804828643798828
2025-05-17,103191.0859375,2475.75439453125,165.9308319091797,25.857694625854492
2025-05-18,106446.0078125,2498.233642578125,173.89871215820312,27.203100204467773
2025-05-19,105606.1796875,2529.166748046875,166.86422729492188,26.533750534057617
2025-05-20,106791.0859375,2524.173095703125,168.4836883544922,26.483884811401367
2025-05-21,109678.078125,2552.34716796875,173.68173217773438,28.25662612915039
2025-05-22,111673.28125,2664.156982421875,179.69094848632812,33.422916412353516
2025-05-23,107287.796875,2526.44189453125,173.82542419433594,32.74822235107422
2025-05-24,107791.15625,2530.646240234375,176.0424041748047,34.85846710205078
2025-05-25,109035.390625,2551.763916015625,175.72547912597656,39.076271057128906
2025-05-26,109440.3671875,2564.138427734375,174.90789794921875,37.24793243408203
2025-05-27,108994.640625,2663.06982421875,176.815185546875,35.74214172363281
2025-05-28,107802.328125,2682.212890625,172.18955993652344,34.49049377441406
2025-05-29,105641.7578125,2632.65478515625,166.5881805419922,31.429424285888672
2025-05-30,103998.5703125,2529.943603515625,156.23471069335938,32.74142074584961
2025-05-31,104638.09375,2529.08740234375,156.63894653320312,32.82887649536133
2025-06-01,105652.1015625,2536.266357421875,157.7845458984375,34.1154670715332
2025-06-02,105881.53125,2607.097412109375,156.99806213378906,36.57834243774414
2025-06-03,105432.46875,2593.2802734375,155.34317016601562,36.13697052001953
2025-06-04,104731.984375,2608.64306640625,153.35964965820312,35.679378509521484
2025-06-05,101575.953125,2416.28564453125,144.54295349121094,34.117740631103516
2025-06-06,104390.34375,2477.19482421875,147.9131317138672,33.373836517333984
2025-06-07,105615.625,2526.50537109375,150.13406372070312,34.988380432128906
2025-06-08,105793.6484375,2510.787109375,152.4300994873047,34.98918914794922
2025-06-09,110294.1015625,2681.51708984375,161.08865356445312,38.8232536315918
2025-06-10,110257.234375,2813.517578125,165.02816772460938,42.13616180419922
2025-06-11,108686.625,2773.529296875,161.0558624267578,41.84989929199219
2025-06-12,105929.0546875,2651.795166015625,152.7896728515625,40.75477600097656
2025-06-13,106090.96875,2579.486083984375,148.62835693359375,42.381290435791016
2025-06-14,105472.40625,2533.444091796875,144.7637481689453,40.12017822265625
2025-06-15,105552.0234375,2546.837158203125,152.81439208984375,41.271671295166016
2025-06-16,106796.7578125,2540.60498046875,150.8699951171875,42.12264633178711
2025-06-17,104601.1171875,2510.761474609375,147.7498016357422,40.023475646972656
2025-06-18,104883.328125,2524.301513671875,146.35311889648438,39.3115119934082
