BTC.D Peak Date,BTC.D Peak Value,ETH.D Peak Date,ETH.D Peak Value,Days to ETH.D Peak,ETH Return %
2025-04-21,98.05650520230505,2025-05-13,2.503395279750744,22,69.65696727154429
